SMILES,MLM_Pred,HLM_Pred
CC[NH+](CC)Cc1c([O-])ccc2c1O/C(=C\c1ccccc1C)C2=O,19.38,25.14
C=CC[NH+]1[CH-]Nc2c(c3nc4ccccc4nc3n2/N=C/c2ccc(OC)c(OC)c2)C1=O,50.51,69.04
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1cccs1,42.51,65.55
Cc1ccc(/C=C2\Oc3c(ccc([O-])c3C[NH+]3CCCC3)C2=O)o1,35.27,52.57
O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)SC(=S)N1c1cccc(Cl)c1,41.36,54.23
CN1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)o2)SC1=S,32.53,43.91
COc1cc(N2CCCC2)c(OC)cc1/C=C(\C#N)c1ccc([N+](=O)[O-])cc1,27.15,33.41
CCN1C(=O)C(=Cc2ccc(-c3cccc(C(F)(F)F)c3)o2)SC1=S,42.01,55.77
CCOc1ccc(/N=C2\NC(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4Br)o3)S2)cc1,51.49,66.04
Cc1ccc(N2C(=O)C(=Cc3ccc(N4CCOCC4)o3)C(=O)N(C)C2=S)cc1,40.56,46.6
Cc1ccc(Nc2cc([Se]c3ccccc3)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,48.65,74.3
CCOC(=O)c1ccc(-c2ccc(/C=C3\C=C(c4ccccc4)N(c4ccccc4OC)C3=O)o2)cc1,43.38,57.82
N#Cc1ccc(-c2ccc(/C=C3\S/C(=N\C4CCCCC4)N(C4CCCCC4)C3=O)o2)cc1,28.66,42.44
COc1ccc(/C=C/c2cc(-c3ccccc3)[s+]c(-c3ccccc3)c2)cc1,53.01,77.25
COCC[NH+]1[CH-]Nc2c(c3nc4ccccc4nc3n2/N=C/c2cccc(C)c2)C1=O,41.47,54.47
N#C/C(=C\c1ccc(N2CCCCC2)cc1)c1nc(-c2ccc(Cl)cc2)cs1,40.75,56.78
O=[N+]([O-])c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,32.42,49.28
CCN1C(=O)C(=Cc2ccc(-c3ccc(F)cc3)o2)SC1=S,25.67,35.28
Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N,21.1,37.33
CCN(CC)c1cc2oc3cc(=[NH2+])cc(N)c-3nc2cc1C,19.66,41.7
CC1C/C(=C\c2ccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)o2)c2nc3ccccc3c(C(=O)O)c2C1,56.09,71.62
O=C(O)CCN1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,75.65,81.36
"[O-][N+](=O)C1=CC=C(\C=C\C2=NC3=CC=C(OC(F)(F)F)C=C3C3=C2CCS3)C=C1 |c:20,23,30,t:3,5,9,11,13|",47.68,66.4
CCCCC(CC)CN1C(=O)/C(=C/c2ccc(-c3cccc([N+](=O)[O-])c3)o2)SC1=S,21.4,26.98
N#CC(=[C][N]c1cc(C(F)(F)F)ccc1N1[C][C][C][C][C]1)C#N,35.16,43.88
Cc1cccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)c1,39.95,50.99
Cc1cc([O-])c(C[NH+]2CCCCC2)c2c1C(=O)/C(=C/c1cccnc1)O2,30.84,46.94
CCCCCCCCCCOc1ccc(C2=N/C(=C\C(Cl)=C\c3ccccc3)C(=O)O2)cc1,31.16,44.4
O=[N+]([O-])c1ccc(-c2cs/c(=N\c3ccc(Cl)cc3)n2-c2ccc(Cl)cc2)cc1,47.24,68.37
CC1=C(CCC(=O)O)C2=CC3=NC(=CC4=NC(=CC5=NC(=CC1=N2)C(C(C)O)=C5C)C(C(C)O)=C4C)C(C)=C3CCC(=O)O,75.43,82.7
CN(C)c1ccc(-c2cnc3c4ccccc4c(=O)n4c5ccccc5c2c34)cc1,25.77,43.24
C=CC[NH+]1[CH-]Nc2c(c3nc4ccccc4nc3n2/N=C/c2cccc(Br)c2)C1=O,49.58,66.87
CN(C)c1cc(Nc2ccc(F)cc2)c2c(c1N)C(=O)c1ccccc1C2=O,45.18,70.24
CN(C)c1ccc(C=C(C#N)c2ccc(C#N)cc2)cc1Br,25.35,33.88
Cc1ccccc1N1CCN(C2=NC(=O)C(=Cc3ccc(-c4ccc(Cl)cc4Cl)o3)S2)CC1,33.94,45.01
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)S/C1=C/c1ccc(-c2cc(Cl)ccc2Cl)o1,50.68,68.42
O=C1/C(=C/c2ccc(-c3ccc(Br)cc3)o2)C=C(c2ccccc2)N1c1cccc2ccccc12,49.42,72.06
Cc1ccccc1N1C(=O)/C(=C/C=C/c2ccco2)SC1=S,18.35,24.99
COc1ccc(N2CCN(c3cc(NCCO)c4c(c3N)C(=O)c3ccccc3C4=O)CC2)cc1,39.63,52.91
N#C/C(=C\c1cc2ccccc2nc1N1CCOCC1)c1ccc([N+](=O)[O-])cc1,36.28,45.07
O=C(Nc1ccc(N2CCCC2)cc1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1,34.77,50.13
Cc1ccsc1/C=C1\Oc2c(ccc([O-])c2C[NH+]2CCCC2)C1=O,28.71,37.53
CN(C)c1ccc(/C=N/N2C(=O)c3ccccc3C2=O)cc1,45.02,62.11
O=C(N1/N=C/C(C=C2)=CC=C2N(C)C)C(C=CC=C3)=C3C1=O,45.02,62.11
CN(c1ccccc1)c1ccc(/C=C2/SC(=S)N(c3ccccc3F)C2=O)cc1,25.25,37.38
Clc1cc(N2CCOCC2)c2nonc2c1,39.75,56.95
CCOC(=O)N1CCN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,22.25,29.89
CCCCC(CC)CN1C(=O)/C(=C/C2=Cc3ccccc3OC2)SC1=S,12.36,16.23
CN(C)c1ccc(Nc2cc(N3CCCC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,26.64,40.72
COc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(Br)cc4)o3)SC2=S)cc1,44.06,58.16
CC1=C(C#N)C(=O)N(CC(C)O)C(=O)/C1=C\c1ccc(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)o1,55.78,65.45
N#Cc1c(C=Cc2cccc([N+](=O)[O-])c2)nc2c(c1-c1ccc3c(c1)OCO3)C(=O)c1ccccc1-2,56.82,78.22
COC(=O)c1ccc(-c2ccc(C=C3SC(=S)N(Cc4ccccc4)C3=O)o2)cc1,26.67,30.21
N#Cc1cc2c(-c3ccc(F)cc3)c(N)n(O)c2cc1C#N,57.75,85.23
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(-c2cccc(C(=O)O)c2C)o1,66.76,93.48
CCCN1C(=O)C(=Cc2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)SC1=S,33.53,46.1
CC[NH+](CC)Cc1c([O-])ccc2c1O/C(=C\c1ccc([N+](=O)[O-])cc1)C2=O,29.87,35.02
Cc1nc2sc(C(=O)N3c4ccccc4Sc4ccccc43)c(N)c2c(C)c1CC(=O)c1ccc(Br)cc1,42.57,57.87
CC(C)(C)C1CCc2c(sc(N=Cc3ccc([N+](=O)[O-])s3)c2C#N)C1,26.66,40.01
CCC1CCCCN1c1ccc([N+](=O)[O-])cc1/C=N/c1ccc2c(c1)oc1ccccc12,21.68,31.6
CSc1ccc(/C=C2\CC/C(=C\c3ccc(SC)cc3)C2=O)cc1,33.65,49.48
O=C1C(=Cc2ccc(-c3ccccc3[N+](=O)[O-])o2)CCc2ccccc21,38.86,53.15
CN1C2CCC1C(=Cc1cc(Br)cs1)C(=O)C2=Cc1cc(Br)cs1,42.28,51.85
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(C)s1,44.28,66.42
CCN1C(=O)/C(=C\C=C2/Sc3c(ccc4ccccc34)N2CC)SC1=S,14.8,17.11
CCN(CCO)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,63.89,84.85
COCCN1C(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)SC1=S,21.54,24.45
Cc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc(S(N)(=O)=O)cc4)o3)SC2=S)cc1,41.81,57.16
C=Cc1cc2c3c(c(Br)cc4c3c1C(=O)N(CC(CC)CCCC)C4=O)C(=O)N(CC(CC)CCCC)C2=O,26.02,35.99
CS(=O)(=O)N1CCN(c2ccc(NC(=O)c3ccc(-c4cccc([N+](=O)[O-])c4)o3)cc2)CC1,51.49,61.7
CC1CCCC[NH+]1Cc1c([O-])ccc2c1O/C(=C\c1cccs1)C2=O,19.37,25.47
O=C1[C]2[C]([C]3[C]=[C][C]2C3=C2[C][C][C][C][C]2)C(=O)N1[C]c1ccccc1,46.31,64.39
O=C1C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC(=S)N1c1ccc(O)cc1,57.31,73.96
CCOC(=O)c1ccc(-c2ccc(C=CC(=O)c3ccc(N4CCOCC4)cc3)o2)cc1,33.34,41.05
COc1ccc(OC)c(N2C(=O)/C(=C\c3cc4c5c(c3)CCCN5CCC4)C(=O)N=C2S)c1,33.33,42.43
CCCNC(=S)Nc1ccc2nc3c4ccccc4c4ccccc4c3nc2c1,17.33,30.22
O=[N+]([O-])c1c(NCc2ccccc2)cc(NC2CCCCC2)c2nonc12,17.6,32.43
Nc1c(C(=O)NC2CCCCC2)c2nc3ccccc3nc2n1/N=C/c1cccc([N+](=O)[O-])c1,49.71,73.37
COc1ccc2c3c(cccc13)OC(=[N+](C)C)C=C2,14.88,24.4
Clc1ccc(C=C2CCC(C=NN3CCN(c4ccccn4)CC3)=C2N2CCOCC2)c(Cl)c1,25.94,35.78
COc1ccccc1N1CCN(c2cc3c4c(cccc4n2)C(=O)c2ccccc2-3)CC1,27.61,40.85
c1cc2nsnc2c2c1Nc1nc3nsnc3nc1N2,18.81,33.81
CN(C)c1ccc(/C=C2\C(=O)c3ccccc3S(=O)(=O)N2Cc2ccccc2)cc1,13.66,16.08
O=C1C(=CC=Cc2ccc3c(c2)OCO3)SC(=S)N1c1ccc([N+](=O)[O-])cc1,36.06,45.47
O=C1c2ccccc2C(=O)c2c1cc(Nc1ccccc1)c1nsnc21,34.01,54.14
O=C1N=C(N2CCN(c3cccc(Cl)c3)CC2)S/C1=C/c1ccc(-c2ccc(Cl)cc2Cl)o1,44.01,59.18
CCCCCCOc1ccc(N2C(=O)/C(=C/c3ccc(N(C)C)cc3)N=C2c2ccccc2F)cc1,27.17,36.71
O=C1C2=[N+]([O-])C3CCCCC3[N+]([O-])=C2c2ccccc21,34.53,47.5
Cc1cccc(N2C(=O)NC(=O)/C(=C/C=C/c3ccc(N(C)C)cc3)C2=O)c1,53.11,63.42
COc1ccc(NC(=O)c2ccc3c(c2SCCO)C(=O)c2ccccc2C3=O)cc1,57.18,73.98
COc1ccc(S(=O)(=O)Nc2ccc(N3CCCCC3)c3nonc23)cc1,15.24,28.72
CCCCCCN1C=CC(=CC=C(C#N)C(=O)OCC)c2ccccc21,16.99,23.33
Cc1cccc(N2C(=O)/C(=C\C=C\c3ccc(N(C)C)cc3)C(=O)N=C2O)c1,58.97,71.55
CCN1C(=O)/C(=C/C=C2\N(CC)c3ccc(-c4ccccc4)cc3C2(C)C)S/C1=N\c1ccc(Br)cc1,33.72,45.42
CN(C)c1ccc(/C=C/C=C2\C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)cc1,48.32,56.11
COC(=O)CN1C(=S)N(C)C(=O)/C1=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,31.68,32.72
CN(c1ccccc1)c1ccc(/C=C2/SC(=S)N(c3cccc([N+](=O)[O-])c3)C2=O)cc1,31.11,39.72
Clc1ccc(-c2nn3c4cc(N5CCCC5)ccc4nc3c3ccccc23)cc1,29.07,46.82
CSc1ccc(/C=C2\CCC/C(=C\c3ccc(SC)cc3)C2=O)cc1,31.77,47.15
COc1ccc(NC2=NC(=O)C(=CC=Cc3ccco3)S2)cc1,18.76,27.99
O=C1/C(=C\c2ccc(N3CCOCC3)s2)N(CCO)S(=O)(=O)c2ccccc21,46.41,55.57
O=C1/C(=C/C=C/c2ccc([N+](=O)[O-])cc2)SC(=S)N1c1ccccc1Cl,39.15,51.14
CCOc1ccc(Cl)cc1/C=C1/C(C)=C(C#N)c2nc(N)c(C#N)c(C)c21,54.78,79.11
O=[N+]([O-])c1ccc(-c2nc3sccn3c2NC2CCCCC2)o1,16.02,25.77
CCc1ccc(/N=C2\S/C(=C/c3ccc(-c4cccc([N+](=O)[O-])c4)o3)C(=O)N2C2CCCCC2)cc1,33.81,45.98
CCN1C=Cc2ccc(C)cc2/C1=C\C1=C/C(=C/c2sc3ccccc3[n+]2CC)CC(C)(C)C1,21.79,30.02
CCCCOc1ccc2c3c(cccc13)C(C)=[N+]2CCCC,20.02,32.07
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)C=C(c2ccccc2)N1c1ccc(F)cc1,46.6,66.35
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(N(CC)CC)cc3[o+]c2c1,20.39,28.48
CCOc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4OC)o3)C(=O)NC2=S)cc1,52.13,60.39
COCCN1C(=O)C(=Cc2ccc(-c3cccc(C(=O)O)c3)o2)NC1=S,75.74,78.72
O=[N+]([O-])c1ccc2c(c1)C=Cc1ccccc1S2,23.25,35.73
CCN1C(=O)C(=Cc2ccc(N(CC)CC)o2)C(=O)N(CC)C1=S,20.86,36.33
Cc1ccc(C)c(/N=C/c2ccc([N+](=O)[O-])s2)c1,17.18,23.28
CCOC(=O)COc1ccc(Br)cc1/C=C1/C(C)=C(C#N)c2nc(N)c(C#N)c(C)c21,45.29,61.13
CN1C=C/C(=C\c2cc[n+](C)c3ccccc23)c2ccccc21,23.5,43.99
CCN1C=CC=C/C1=C\c1ccc2cc(C)ccc2[n+]1C,18.1,35.46
CCN(CC)c1ccc(N2C(=O)/C(=C\c3ccco3)SC2=S)cc1,13.32,17.58
CCCN(CCC)c1ccc(/C=C2\N=C(c3ccccc3Cl)OC2=O)cc1,23.72,32.34
Cc1ccc(Nc2cc(N(C)CCO)c3noc4c3c2C(=O)c2ccccc2-4)cc1,31.54,46.67
CCOC(=O)c1ccc(-c2ccc(C=CC(=O)c3cccc(N4CCOCC4)c3)o2)cc1,32.12,39.13
NC(=S)NN=CC1=C(N2CCOCC2)C(=Cc2cccc([N+](=O)[O-])c2)CC1,68.35,78.23
CCN1C(=CC=C2SC(=S)N(c3ccccc3)C2=O)SC(c2ccccc2)=C1c1ccccc1,21.96,29.84
N#C/C(=C\c1ccc(N2CCCC2)o1)c1ccc(F)cc1,24.15,36.32
Cc1cc(/C=C2\SC(=S)NC2=O)c(C)n1-c1ccc(N(C)C)cc1,41.47,55.58
O=C1c2ccccc2-c2onc3c(N4CCN(C5CCCCC5)CC4)cc(N4CCc5ccccc54)c1c23,22.51,33.51
CC(C)N(c1ccccc1)c1ccc(NC(=O)c2ccc(F)cc2F)cc1,23.84,40.33
O=C1[C]2[C]([C]3[C]=[C][C]2C3=C2[C][C][C][C][C]2)C(=O)N1c1ccc(Cl)c([N+](=O)[O-])c1,56.69,68.43
CN(C)c1ccc(C=C2CCc3c2nc2ccccc2c3C(=O)OCC(=O)NC2CC2)cc1,22.66,28.62
O=C1NC(=S)N/C1=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,66.9,69.85
Cc1cc([O-])c(C[NH+]2CCCCC2C)c2c1C(=O)/C(=C/c1cc3ccccc3o1)O2,23.86,32.88
CCOc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C(=O)NC2=S)cc1,54.96,65.62
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(Sc2ccccc2)o1,53.15,78.73
[K+].F[B-](F)(F)c1ccccc1C(F)(F)F,36.81,57.31
CC1CCCN(c2cc(NC(C)C)c3c4c(onc24)-c2ccccc2C3=O)C1,15.42,20.79
CN1C(=O)C(=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)SC1=S,37.66,43.77
[C]c1cc([C]=C2C(=O)N([C])C(=S)N([C])C2=O)c([C])n1-c1ccc(C23[C][C]4[C][C]([C][C]([C]4)[C]2)[C]3)cc1,54.5,67.58
N=C1S/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1c1ccc2c(c1)OCO2,51.61,68.09
CCCCCCCCc1ccc(-c2ccc(C(=O)Nc3ccc(NCCCCCCC)c4c3C(=O)c3ccccc3C4=O)cc2)cc1,42.02,59.9
COCCCNc1cc(Br)c(N)c2c1C(=O)c1ccccc1C2=O,31.03,41.84
CCCCOC(=O)c1ccc(/N=C2\C=C(N3CC[NH+](c4ccccc4)CC3)C(=O)c3cccc([O-])c32)cc1,32.9,40.14
O=C1NC(=S)SC1=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,28.01,38.47
O=C1/C(=C/C=C2/Sc3c(ccc4ccccc34)N2CCO)SC(=S)N1c1ccccc1,22.9,29.41
CN(c1ccccc1)c1ccc(/C=C2/SC(=S)N(c3ccc([N+](=O)[O-])cc3)C2=O)cc1,32.97,42.38
N#CC(C#N)=C1NC2(CCCC2)Cc2ccccc21,16.57,29.18
CCN1C(=O)/C(=C/c2ccc(-c3cccc(C(=O)O)c3)o2)N(CC)C1=S,68.76,80.59
Cc1ccc2c(ccc(C=Cc3ccc(N(C)C)cc3)[n+]2C)c1,18.7,32.82
[C]N([C])C(N1C(=O)[C]2[C]3[C][C]([C]=[C]3)[C]2C1=O)=[N+]([C])[C],46.57,43.22
Cc1cccc(Nc2ccc(Nc3cccc(C)c3C)c3c2C(=O)c2ccccc2C3=O)c1C,40.31,58.12
CCCCN1C=C/C(=C/c2ccc3ccccc3[n+]2CC)c2cc(C)ccc21,23.07,34.39
CCN(CC)c1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1,24.15,35.77
Cc1ccc(N2C(=O)C(=Cc3ccc(-c4cccc(C(=O)O)c4)o3)SC2=S)cc1,66.37,86.51
N#C/C(=C\c1ccc([N+](=O)[O-])cc1)c1nc(-c2ccc(-c3ccc(Cl)cc3)o2)cs1,55.2,75.39
COc1ccc(C2=CC(=Cc3ccc([N+](=O)[O-])o3)C(=O)O2)cc1,41.3,53.35
COCCN1C(=O)C(=CC2=Cc3ccccc3OC2C)SC1=S,10.7,16.28
COc1cc(N2CCCC2)c(OC)cc1C=C1C(=O)c2ccccc2C1=O,27.35,37.18
O=[N+]([O-])c1cccc(C=NN(c2ccccc2)c2ccccc2)c1,18.84,32.14
Cc1cc([O-])c(C[NH+]2CCCCC2)c2c1C(=O)/C(=C/c1cc3ccccc3o1)O2,29.35,42.06
Cc1ccc(Nc2cc(N3CCC(C)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,26.46,40.16
O=C(CN1C(=O)/C(=C/C=C/c2ccccc2)SC1=S)N1CCN(c2ccccc2)CC1,17.54,19.92
Cc1ccc(C2=C/C(=C\c3ccc(-c4cc([N+](=O)[O-])ccc4Cl)o3)C(=O)O2)cc1,54.87,73.29
NC(=O)COC(=O)c1c2c(nc3ccccc13)C(=Cc1ccc([N+](=O)[O-])cc1)CCC2,34.11,46.36
CCN1CCN(c2cc(Nc3ccc(N(C)C)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,30.56,48.98
CCN(CC)c1ccc(/C=N/c2ccc(/N=N/c3ccccc3)cc2)cc1,17.43,32.86
NC(=C\c1sc2ccccc2[n+]1CCCS(=O)(=O)[O-])/C=C1\Sc2ccccc2N1CCCS(=O)(=O)[O-],24.02,31.61
C=CCN1C(=O)SC(=CC=Cc2ccc(N(C)C)cc2)C1=O,25.41,38.16
CC1CCc2cccc3c2N1c1cc(C#N)c(C#N)cc1O3,24.19,37.61
O=C1c2ccccc2C(=O)c2c1cccc2-c1ccc(C=C2SC(=S)N(c3ccccc3)C2=O)o1,47.71,64.94
CCC(=C\c1sc2ccc(C)cc2[n+]1CCCS(=O)(=O)[O-])/C=C1/Sc2ccc(C)cc2N1CCO,20.53,23.94
CC[n+]1c(/C=C/c2cc(C#N)n3c2sc2ccccc23)sc2ccccc21,27.69,40.29
O=C(O)c1ccc(Nc2cc(N3CCOCC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,67.14,84.11
Cc1ccc(C)c(N2C(=O)C(=Cc3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)c1,49.04,69.56
CN(C)c1ccc(C(=O)Nc2ccc3nc(NS(=O)(=O)c4ccccc4)sc3c2)cc1,21.64,35.38
CN(C)c1cc(NCc2ccco2)c2c3c(onc13)-c1ccccc1C2=O,17.42,26.68
CN(c1ccccc1)c1ccc(C=NNC(=O)c2ccc([N+](=O)[O-])cc2)cc1,34.64,49.2
Cc1cccc(N2CCN(C3=NC(=O)C(=Cc4ccc(-c5ccc(Cl)c(Cl)c5)o4)S3)CC2)c1,35.27,46.99
C=CCN1C(=S)SC(C)(C)C1/[N+]([O-])=C/C=C/c1ccc([N+](=O)[O-])o1,25.7,29.64
N#Cc1cc2c(cc1C#N)N(c1ccccc1)C(=O)c1ccccc1S2,37.22,55.03
Cc1nc(-c2ccc(NC(=O)c3ccc(N(C)C)cc3)cc2)co1,19.8,37.77
Cc1ccc(Sc2cc(C#N)c(C#N)cc2N2CCOCC2)cc1,24.03,32.62
O=C1OC(c2ccco2)=NC1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,43.82,60.4
CCOCCCNc1cc(N(C)C)c2noc3c2c1C(=O)c1ccccc1-3,13.31,19.0
CCN1C(=CC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C(C)(C)c2c1ccc1ccccc21,14.81,16.25
COCCNc1cc(N2CCCCC2)c(N)c2c1C(=O)c1ccccc1C2=O,20.04,29.0
CC(C)CN1C(=O)C(=CC2=Cc3ccccc3OC2C)SC1=S,9.21,9.34
O=C1[C]2[C]([C]3[C]=[C][C]2C3=C2[C][C][C][C]2)C(=O)N1[C]c1ccccc1,45.85,64.33
CC[n+]1c(/C=C/c2ccc(N3CCCC3)cc2)cccc1/C=C/c1ccc(N2CCCC2)cc1,27.0,41.56
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CS(=O)(=O)C/C1=C\c1ccc([N+](=O)[O-])cc1,60.65,70.29
Cc1ccc(N2CCN(C3=NC(=O)C(=Cc4ccc(-c5ccc(Cl)c(Cl)c5)o4)S3)CC2)cc1,36.83,49.23
CCOC(=O)c1ccc(-c2ccc(C=C3C=C(c4ccccc4)N(c4ccc(C(=O)O)c(O)c4)C3=O)o2)cc1,64.04,84.18
COC(=O)CN1C(=S)N(C)C(=O)C1=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,29.95,30.08
CCCN1C(=O)/C(=C/c2ccc(-c3cccc(C(=O)O)c3)o2)NC1=S,71.62,78.81
O=C1c2cc(Cl)c(Cl)cc2C(=O)N1c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,53.62,71.91
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,20.19,29.96
N#CC(C#N)=Cc1sc(Cl)cc1Cl,28.3,38.03
O=C(/C=C/c1ccc(-c2ccc(Br)cc2)o1)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,53.72,71.63
COc1ccc(N2C(=O)C(=Cc3cc4c5c(c3)CCCN5CCC4)C(=O)N=C2S)cc1,34.03,45.18
CCN(CC)c1ccc(/C=C/C(=O)c2cccc([N+](=O)[O-])c2)cc1,17.94,23.01
CCOC(=O)c1ccc(-c2ccc(/C=C3/C=C(c4ccccc4)N(c4cccc(C)c4)C3=O)o2)cc1,45.41,61.67
COc1ccc2cc(/C=C(\C#N)c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)c(Cl)nc2c1,45.55,61.46
CN1CCCc2cc(/C=C3\C(=O)c4ccccc4S(=O)(=O)N3CCO)ccc21,23.57,31.4
O=C(O)c1ccc(N2C(=O)C(=CC=Cc3ccco3)SC2=S)cc1,70.18,81.62
CCOC(=O)c1ccc(-c2ccc(/C=C3\C=C(c4ccccc4)N(c4ccc(F)c(C)c4)C3=O)o2)cc1,49.06,66.39
N#Cc1c2c(n3cc4ccccc4cc13)C(=O)c1ccccc1C2=O,43.25,60.89
CCC1CCCCN1C(=O)c1ccc2c(c1NCCO)C(=O)c1ccccc1C2=O,36.7,46.8
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1cn(Cc2cccc(C)c2)c2ccccc12,41.42,59.78
CCOc1ccc(N2C(=O)C(=Cc3ccc(-c4cccc(Cl)c4)o3)SC2=S)cc1,41.04,55.56
CCn1cc(/C=C2/Oc3c(ccc([O-])c3C[NH+]3CCCCCC3)C2=O)c2cc(OC)ccc21,26.35,39.78
COCCN1C(=O)/C(=C\c2ccc(-c3cccc([N+](=O)[O-])c3)o2)SC1=S,26.44,30.47
Cc1cc(Cl)cc2c1C(=O)/C(=C1\Sc3cc(Cl)cc(C)c3C1=O)S2,46.42,59.67
Cc1ccc(Nc2cc(N3CC(C)OC(C)C3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,26.92,37.21
COC(=O)CCN1C(=O)C(=CC2=Cc3ccccc3OC2)SC1=S,16.65,21.32
COc1cc2c3c(c1)-c1c(ssc1=S)C(C)(C)N3C(=O)/C2=C1\SC(=S)NC1=O,32.35,32.94
COc1ccc(-c2ccc(C=C3SC(=S)N(c4ccccc4C)C3=O)o2)cc1Cl,36.69,48.52
Cc1cc([O-])c(C[NH+]2CCCC(C)C2)c2c1C(=O)/C(=C/c1cc3ccccc3o1)O2,26.31,36.49
O=C1C2CCCN2c2ccc(C(F)(F)F)cc2N1Cc1cccc(C(F)(F)F)c1,39.97,59.03
"FC(F)(F)C1=CC(CN2C(=O)C3CCCN3C3=C2C=C(C=C3)C(F)(F)F)=CC=C1 |c:17,20,22,28,30,t:4|",39.97,59.02
CCCN1C/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)C1,34.68,39.12
CCCN(CCC)c1ccc(/C=C2\N=C(c3cc(F)c(F)cc3Cl)OC2=O)cc1,33.5,45.21
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,25.08,33.78
Cc1ccc(/C=C2\Oc3c(ccc([O-])c3C[NH+]3CCC(C)CC3)C2=O)o1,27.75,39.93
O=C(O)CCC(=Cc1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1nc2ccccc2s1,56.66,73.54
CC1CC(C)CN(c2cc(NCc3ccccc3)c3c4c(onc24)-c2ccccc2C3=O)C1,16.5,23.12
Cc1ccc2c3c1C(=C(C#N)C#N)C(=O)N3C(C)(C)CC2C,18.31,25.34
Cc1ccc(N2CCN(C3=NC(=O)C(=Cc4ccc(-c5ccccc5)o4)S3)CC2)cc1Cl,26.92,36.54
O=C1c2ccccc2C(=O)c2c1cc(Sc1ccccc1)c1nsnc21,33.94,49.32
Cc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,53.63,75.11
CC(C)(C)c1ccc(N2C(=O)C(=Cc3ccc(-c4cc(Cl)ccc4Cl)o3)C=C2c2ccccc2)cc1,52.98,75.28
